setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,total,positiu
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Home,50 a 54,3,1,1
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Home,65 a 69,4,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,35 a 39,3,1,0
47,2022,21/11/2022,27/11/2022,61,LLEIDA,6100,LLEIDA,Dona,3 i 4,4,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,15 a 19,3,2,2
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,30 a 34,4,1,0
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Dona,3 i 4,3,2,0
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 64,3,1,1
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,30 a 34,2,1,0
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Home,10 a 14,3,1,0
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Dona,65 a 69,2,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,40 a 44,3,1,0
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Home,35 a 39,4,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,75 a 79,3,1,0
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,4,2,2
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,20 a 24,3,1,0
47,2022,21/11/2022,27/11/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,2,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,1 i 2,3,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,20 a 24,3,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 74,4,1,0
3,2023,16/01/2023,22/01/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 74,2,2,1
1,2023,02/01/2023,08/01/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,2,2
17,2023,24/04/2023,30/04/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,2,1,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1,1
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Dona,40 a 44,3,1,1
34,2023,21/08/2023,27/08/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,50 a 54,3,2,1
47,2022,21/11/2022,27/11/2022,61,LLEIDA,6100,LLEIDA,Home,3 i 4,4,2,2
47,2022,21/11/2022,27/11/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,1,0
3,2023,16/01/2023,22/01/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1,1
15,2023,10/04/2023,16/04/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,40 a 44,2,1,1
46,2022,14/11/2022,20/11/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,30 a 34,3,1,1
47,2022,21/11/2022,27/11/2022,61,LLEIDA,6100,LLEIDA,Dona,1 i 2,4,2,2
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Dona,50 a 54,3,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,40 a 44,3,2,1
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,25 a 29,4,2,2
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Dona,20 a 24,4,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,5 a 9,3,1,0
7,2023,13/02/2023,19/02/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 74,3,2,1
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Dona,0,2,1,1
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,55 a 59,2,1,1
47,2022,21/11/2022,27/11/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,3 i 4,4,1,1
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Dona,25 a 29,4,1,0
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,3 i 4,4,3,3
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,0,3,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,10 a 14,3,1,1
47,2022,21/11/2022,27/11/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1,1
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Dona,15 a 19,3,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,50 a 54,3,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 49,3,1,1
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,40 a 44,3,1,0
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,20 a 24,4,1,1
23,2022,06/06/2022,12/06/2022,61,LLEIDA,6100,LLEIDA,Dona,25 a 29,3,1,1
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 74,2,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 49,3,2,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 19,3,2,0
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Dona,20 a 24,3,1,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2,2
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,0,3,2,2
37,2022,12/09/2022,18/09/2022,61,LLEIDA,6100,LLEIDA,Dona,15 a 19,4,2,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,55 a 59,3,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,20 a 24,4,1,1
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1,1
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Home,40 a 44,3,1,0
7,2023,13/02/2023,19/02/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 74,2,1,1
35,2023,28/08/2023,03/09/2023,61,LLEIDA,6100,LLEIDA,Home,40 a 44,2,1,1
35,2023,28/08/2023,03/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,50 a 54,3,1,0
35,2023,28/08/2023,03/09/2023,64,GIRONA,6400,GIRONA,Dona,60 a 64,3,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,25 a 29,3,3,2
34,2022,22/08/2022,28/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,3 i 4,4,1,0
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1,0
42,2022,17/10/2022,23/10/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,5 a 9,3,1,0
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,65 a 69,4,1,1
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Home,0,3,4,4
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,5 a 9,3,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,50 a 54,4,1,0
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Dona,3 i 4,3,2,2
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,40 a 44,4,1,0
4,2023,23/01/2023,29/01/2023,00,No disponible,0000,No disponible,No disponible,No disponible,-1,2,2
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,5 a 9,3,1,0
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,20 a 24,4,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,10 a 14,-1,2,1
35,2023,28/08/2023,03/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,75 a 79,4,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,30 a 34,4,2,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 49,3,1,1
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Home,50 a 54,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,3 i 4,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,30 a 34,3,1,1
47,2022,21/11/2022,27/11/2022,61,LLEIDA,6100,LLEIDA,Home,1 i 2,4,2,2
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,40 a 44,3,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,30 a 34,2,1,0
36,2023,04/09/2023,10/09/2023,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,30 a 34,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,55 a 59,2,1,0
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,40 a 44,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,15 a 19,4,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,10 a 14,3,2,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,35 a 39,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,40 a 44,2,2,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,5 a 9,2,2,1
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,50 a 54,3,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,45 a 49,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 19,3,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,25 a 29,2,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,50 a 54,2,1,1
36,2023,04/09/2023,10/09/2023,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,65 a 69,3,1,0
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,3,1,1
16,2023,17/04/2023,23/04/2023,61,LLEIDA,6100,LLEIDA,Dona,40 a 44,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,65 a 69,2,1,0
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Dona,0,3,2,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,0,4,1,1
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,1 i 2,4,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,25 a 29,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,35 a 39,2,2,2
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,25 a 29,3,1,0
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,35 a 39,4,1,0
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Dona,1 i 2,3,3,3
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,0,4,2,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 49,2,1,1
35,2023,28/08/2023,03/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,5 a 9,3,1,0
35,2023,28/08/2023,03/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,55 a 59,4,1,1
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,3,1,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,55 a 59,3,1,0
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,75 a 79,2,1,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1,1
17,2023,24/04/2023,30/04/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,1 i 2,4,1,1
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,3 i 4,4,1,1
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Home,1 i 2,3,4,4
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,55 a 59,2,1,1
36,2023,04/09/2023,10/09/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,55 a 59,3,1,1
6,2023,06/02/2023,12/02/2023,00,No disponible,0000,No disponible,No disponible,No disponible,-1,3,0
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,0,2,1,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 64,2,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,25 a 29,2,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,25 a 29,3,3,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,20 a 24,3,2,0
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,40 a 44,2,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,50 a 54,3,1,0
46,2022,14/11/2022,20/11/2022,00,No disponible,0000,No disponible,No disponible,No disponible,-1,3,3
50,2022,12/12/2022,18/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,40 a 44,3,7,6
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,50 a 54,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,35 a 39,4,1,0
36,2023,04/09/2023,10/09/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,35 a 39,3,1,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,35 a 39,2,1,0
4,2023,23/01/2023,29/01/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,4,2,2
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,5 a 9,2,1,0
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,2,0
36,2023,04/09/2023,10/09/2023,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,65 a 69,3,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,50 a 54,4,1,0
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,20 a 24,3,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,30 a 34,4,1,0
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,75 a 79,4,1,1
47,2022,21/11/2022,27/11/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1,0
35,2023,28/08/2023,03/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,20 a 24,4,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 64,3,1,0
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,55 a 59,4,1,1
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,15 a 19,3,1,0
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Home,1 i 2,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,40 a 44,3,1,0
8,2023,20/02/2023,26/02/2023,00,No disponible,0000,No disponible,No disponible,No disponible,-1,6,4
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,3,2,2
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Home,35 a 39,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,25 a 29,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,75 a 79,3,1,0
4,2023,23/01/2023,29/01/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,3 i 4,4,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,55 a 59,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,30 a 34,3,1,1
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,30 a 34,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,0,3,1,1
6,2023,06/02/2023,12/02/2023,61,LLEIDA,6100,LLEIDA,Dona,40 a 44,4,1,0
49,2022,05/12/2022,11/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1,0
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,30 a 34,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,25 a 29,3,1,0
49,2022,05/12/2022,11/12/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1,1
17,2023,24/04/2023,30/04/2023,64,GIRONA,6400,GIRONA,Dona,1 i 2,3,3,2
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,0,4,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,3,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,60 a 64,4,1,0
36,2023,04/09/2023,10/09/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,45 a 49,3,1,1
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,25 a 29,3,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,40 a 44,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,35 a 39,3,1,0
48,2022,28/11/2022,04/12/2022,61,LLEIDA,6100,LLEIDA,Home,0,4,2,2
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,1 i 2,3,2,1
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,3 i 4,4,1,1
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1,1
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,3 i 4,3,1,1
49,2022,05/12/2022,11/12/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1,1
21,2022,23/05/2022,29/05/2022,00,No disponible,0000,No disponible,No disponible,No disponible,-1,6,4
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,1 i 2,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,55 a 59,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 19,2,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,25 a 29,2,1,0
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,1 i 2,-1,1,1
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Dona,65 a 69,4,1,0
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,45 a 49,3,1,1
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 49,4,2,0
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,1 i 2,3,1,1
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,3 i 4,4,2,2
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,1 i 2,4,1,1
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 64,3,1,1
42,2022,17/10/2022,23/10/2022,61,LLEIDA,6100,LLEIDA,Dona,20 a 24,4,3,2
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,1 i 2,4,1,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,20 a 24,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Home,20 a 24,2,1,1
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Home,60 a 64,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1,0
49,2022,05/12/2022,11/12/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,2,2
16,2023,17/04/2023,23/04/2023,00,No disponible,0000,No disponible,No disponible,No disponible,-1,3,2
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 74,4,1,0
50,2022,12/12/2022,18/12/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,40 a 44,3,1,1
50,2022,12/12/2022,18/12/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,30 a 34,3,1,1
4,2023,23/01/2023,29/01/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,25 a 29,2,1,0
36,2023,04/09/2023,10/09/2023,64,GIRONA,6400,GIRONA,Dona,20 a 24,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,50 a 54,2,2,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7802,METROPOLITANA NORD,Dona,65 a 69,3,1,0
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,55 a 59,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 74,2,2,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1,1
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,10 a 14,4,1,0
36,2023,04/09/2023,10/09/2023,61,LLEIDA,6100,LLEIDA,Home,10 a 14,4,2,1
5,2023,30/01/2023,05/02/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 49,4,1,1
49,2022,05/12/2022,11/12/2022,64,GIRONA,6400,GIRONA,Home,1 i 2,3,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,15 a 19,3,1,1
36,2023,04/09/2023,10/09/2023,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,0,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,30 a 34,2,1,1
36,2023,04/09/2023,10/09/2023,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,40 a 44,3,1,0
49,2022,05/12/2022,11/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1,0
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Home,30 a 34,3,1,1
48,2022,28/11/2022,04/12/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,1 i 2,4,1,0
36,2023,04/09/2023,10/09/2023,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,20 a 24,3,1,0
48,2022,28/11/2022,04/12/2022,64,GIRONA,6400,GIRONA,Home,3 i 4,3,2,2
49,2022,05/12/2022,11/12/2022,61,LLEIDA,6100,LLEIDA,Home,1 i 2,4,1,1
36,2023,04/09/2023,10/09/2023,78,BARCELONA,7801,METROPOLITANA SUD,Dona,0,3,1,1
